UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
8862,L56041,297.9,309.1,1619,34.7,33,False,False,False,False,False,False,0,False,True,False
8863,M23722,298.0,309.2,1558,41.7,35,False,False,False,False,False,False,0,False,False,True
8864,L56043,298.0,309.2,1731,28.7,38,False,False,False,False,False,False,0,False,True,False
8865,M23724,298.0,309.1,1574,34.8,40,False,False,False,False,False,False,0,False,False,True
8866,L56045,297.9,309.0,1290,49.8,43,False,False,False,False,False,False,0,False,True,False
8867,H38280,297.9,308.9,1416,39.6,45,False,False,False,False,False,False,0,True,False,False
8868,L56047,297.9,308.9,1566,41.9,50,False,False,False,False,False,False,0,False,True,False
8869,L56048,297.9,309.0,1456,46.5,52,False,False,False,False,False,False,0,False,True,False
8870,L56049,297.9,309.0,1528,37.5,54,False,False,False,False,False,False,0,False,True,False
8871,M23730,297.9,309.1,1338,49.6,56,False,False,False,False,False,False,0,False,False,True
8872,M23731,297.9,309.1,1558,39.2,59,False,False,False,False,False,False,0,False,False,True
8873,M23732,297.9,309.1,1614,38.1,62,False,False,False,False,False,False,0,False,False,True
8874,H38287,298.0,309.1,1557,36.4,65,False,False,False,False,False,False,0,True,False,False
8875,L56054,298.1,309.3,1443,45.3,70,False,False,False,False,False,False,0,False,True,False
8876,H38289,298.1,309.3,1332,51.0,72,False,False,False,False,False,False,0,True,False,False
8877,M23736,298.1,309.3,1752,25.2,77,False,False,False,False,False,False,0,False,False,True
8878,M23737,298.1,309.2,1460,45.8,80,False,False,False,False,False,False,0,False,False,True
8879,L56058,298.1,309.2,1802,26.9,83,False,False,False,False,False,False,0,False,True,False
8880,L56059,298.0,309.2,1527,39.5,85,False,False,False,False,False,False,0,False,True,False
8881,L56060,298.0,309.2,1458,39.8,87,False,False,False,False,False,False,0,False,True,False
8882,H38295,298.0,309.2,1520,37.9,89,False,False,False,False,False,False,0,True,False,False
8883,L56062,298.0,309.2,1378,49.7,94,False,False,False,False,False,False,0,False,True,False
8884,M23743,297.9,309.2,1529,38.1,96,False,False,False,False,False,False,0,False,False,True
8885,L56064,298.0,309.2,1527,32.4,99,False,False,False,False,False,False,0,False,True,False
8886,M23745,298.0,309.2,1438,42.9,101,False,False,False,False,False,False,0,False,False,True
8887,L56066,297.9,309.0,1583,36.7,104,False,False,False,False,False,False,0,False,True,False
8888,L56067,297.8,308.9,1530,37.6,106,False,False,False,False,False,False,0,False,True,False
8889,M23748,297.7,308.9,1530,39.1,108,False,False,False,False,False,False,0,False,False,True
8890,M23749,297.7,308.8,2089,19.1,111,False,False,False,False,False,False,0,False,False,True
8891,L56070,297.7,308.8,1616,34.2,114,False,False,False,False,False,False,0,False,True,False
8892,M23751,297.7,308.9,1681,28.3,116,False,False,False,False,False,False,0,False,False,True
8893,L56072,297.6,308.8,1475,43.0,119,False,False,False,False,False,False,0,False,True,False
8894,L56073,297.5,308.7,1371,46.5,121,False,False,False,False,False,False,0,False,True,False
8895,M23754,297.5,308.7,1546,38.0,123,False,False,False,False,False,False,0,False,False,True
8896,H38309,297.4,308.6,1461,40.1,126,False,False,False,False,False,False,0,True,False,False
8897,L56076,297.4,308.7,1638,31.9,131,False,False,False,False,False,False,0,False,True,False
8898,M23757,297.3,308.7,1577,35.6,133,False,False,False,False,False,False,0,False,False,True
8899,L56078,297.4,308.6,1532,38.7,136,False,False,False,False,False,False,0,False,True,False
8900,M23759,297.3,308.5,1710,27.7,138,False,False,False,False,False,False,0,False,False,True
8901,M23760,297.3,308.6,1584,29.4,141,False,False,False,False,False,False,0,False,False,True
8902,L56081,297.3,308.6,1446,50.1,144,False,False,False,False,False,False,0,False,True,False
8903,H38316,297.4,308.7,1522,46.3,146,False,False,False,False,False,False,0,True,False,False
8904,M23763,297.4,308.7,1382,49.9,151,False,False,False,False,False,False,0,False,False,True
8905,L56084,297.4,308.7,1584,38.2,154,False,False,False,False,False,False,0,False,True,False
8906,L56085,297.3,308.6,1385,55.2,156,False,False,False,False,False,False,0,False,True,False
8907,L56086,297.3,308.7,1592,34.4,158,False,False,False,False,False,False,0,False,True,False
8908,M23767,297.2,308.6,1404,43.7,160,False,False,False,False,False,False,0,False,False,True
8909,L56088,297.2,308.5,1518,44.3,163,False,False,False,False,False,False,0,False,True,False
8910,L56089,297.1,308.4,1529,40.4,165,False,False,False,False,False,False,0,False,True,False
8911,L56090,297.1,308.4,1550,37.0,167,False,False,False,False,False,False,0,False,True,False
8912,L56091,297.1,308.3,1773,23.8,169,False,False,False,False,False,False,0,False,True,False
8913,L56092,297.2,308.5,1446,43.7,171,False,False,False,False,False,False,0,False,True,False
8914,M23773,297.2,308.5,1487,46.9,173,False,False,False,False,False,False,0,False,False,True
8915,M23774,297.3,308.5,1524,49.3,176,False,False,False,False,False,False,0,False,False,True
8916,L56095,297.1,308.3,1403,54.1,179,False,False,False,False,False,False,0,False,True,False
8917,L56096,297.1,308.2,2267,15.7,181,False,False,False,False,False,False,0,False,True,False
8918,M23777,297.1,308.2,1529,37.9,183,False,False,False,False,False,False,0,False,False,True
8919,L56098,297.1,308.2,1402,51.2,186,False,False,False,False,False,False,0,False,True,False
8920,L56099,297.2,308.3,1693,28.0,188,False,False,False,False,False,False,0,False,True,False
8921,L56100,297.1,308.3,1496,45.8,190,False,False,False,False,False,False,0,False,True,False
8922,L56101,297.1,308.1,1633,33.3,192,False,False,False,False,False,False,0,False,True,False
8923,L56102,297.1,308.2,1399,42.6,194,False,False,False,False,False,False,0,False,True,False
8924,M23783,297.0,308.1,1363,45.3,196,False,False,False,False,False,False,0,False,False,True
8925,H38338,297.1,308.2,1527,42.2,199,False,False,False,False,False,False,0,True,False,False
8926,M23785,297.2,308.2,1405,42.5,204,False,False,False,False,False,False,0,False,False,True
8928,M23787,297.4,308.4,1789,25.0,210,False,False,False,False,False,False,0,False,False,True
8929,L56108,297.4,308.4,1531,41.5,213,False,False,False,False,False,False,0,False,True,False
8930,M23789,297.4,308.4,1620,35.8,215,False,False,False,False,False,False,0,False,False,True
8931,L56110,297.4,308.4,1571,39.4,0,False,False,False,False,False,False,0,False,True,False
8932,L56111,297.4,308.4,1434,39.9,2,False,False,False,False,False,False,0,False,True,False
8933,L56112,297.4,308.4,1474,43.6,4,False,False,False,False,False,False,0,False,True,False
8934,M23793,297.3,308.3,1544,41.7,6,False,False,False,False,False,False,0,False,False,True
8935,L56114,297.3,308.2,1601,35.7,9,False,False,False,False,False,False,0,False,True,False
8936,L56115,297.4,308.3,1801,26.9,11,False,False,False,False,False,False,0,False,True,False
8937,L56116,297.4,308.3,1465,42.0,13,False,False,False,False,False,False,0,False,True,False
8938,M23797,297.4,308.4,1340,52.6,15,False,False,False,False,False,False,0,False,False,True
8939,M23798,297.4,308.4,1517,41.0,18,False,False,False,False,False,False,0,False,False,True
8940,M23799,297.3,308.4,1434,44.8,21,False,False,False,False,False,False,0,False,False,True
8941,H38354,297.3,308.3,1935,19.3,24,False,False,False,False,False,False,0,True,False,False
8942,M23801,297.3,308.3,1595,32.2,29,False,False,False,False,False,False,0,False,False,True
8943,L56122,297.3,308.3,2188,17.0,32,False,False,False,False,False,False,0,False,True,False
8944,M23803,297.3,308.4,1449,44.4,34,False,False,False,False,False,False,0,False,False,True
8945,L56124,297.3,308.3,1471,38.2,37,False,False,False,False,False,False,0,False,True,False
8946,L56125,297.4,308.2,1639,33.8,39,False,False,False,False,False,False,0,False,True,False
8947,M23806,297.3,308.2,1846,24.5,41,False,False,False,False,False,False,0,False,False,True
8948,M23807,297.3,308.2,1452,38.2,44,False,False,False,False,False,False,0,False,False,True
8949,M23808,297.4,308.3,1483,41.9,47,False,False,False,False,False,False,0,False,False,True
8950,L56129,297.4,308.3,1284,60.3,50,False,False,False,False,False,False,0,False,True,False
8951,L56130,297.4,308.2,1419,50.0,52,False,False,False,False,False,False,0,False,True,False
8952,L56131,297.3,308.1,1763,28.4,54,False,False,False,False,False,False,0,False,True,False
8953,M23812,297.2,308.0,1478,42.5,56,False,False,False,False,False,False,0,False,False,True
8954,L56133,297.3,308.0,1518,36.0,59,False,False,False,False,False,False,0,False,True,False
8955,L56134,297.3,308.0,1447,49.0,61,False,False,False,False,False,False,0,False,True,False
8956,M23815,297.4,308.0,1355,55.1,63,False,False,False,False,False,False,0,False,False,True
8957,L56136,297.4,308.1,1348,57.4,66,False,False,False,False,False,False,0,False,True,False
8958,L56137,297.4,308.1,1348,53.7,68,False,False,False,False,False,False,0,False,True,False
8959,M23818,297.4,308.1,1734,27.7,70,False,False,False,False,False,False,0,False,False,True
8960,L56139,297.3,308.0,1420,46.5,73,False,False,False,False,False,False,0,False,True,False
8961,L56140,297.3,307.9,1797,24.7,75,False,False,False,False,False,False,0,False,True,False
8962,M23821,297.3,308.0,1403,45.0,77,False,False,False,False,False,False,0,False,False,True
8963,L56142,297.3,307.9,1628,30.2,80,False,False,False,False,False,False,0,False,True,False
8964,M23823,297.2,307.9,1687,30.4,82,False,False,False,False,False,False,0,False,False,True
8965,M23824,297.2,307.9,1456,44.9,85,False,False,False,False,False,False,0,False,False,True
8966,L56145,297.1,307.9,1496,44.7,88,False,False,False,False,False,False,0,False,True,False
8967,L56146,297.1,307.8,1636,30.3,90,False,False,False,False,False,False,0,False,True,False
8968,L56147,297.1,307.8,1536,40.4,92,False,False,False,False,False,False,0,False,True,False
8969,L56148,297.1,307.8,1454,50.6,94,False,False,False,False,False,False,0,False,True,False
8970,L56149,297.0,307.8,1396,50.0,96,False,False,False,False,False,False,0,False,True,False
8971,L56150,297.0,307.6,1575,37.4,98,False,False,False,False,False,False,0,False,True,False
8972,L56151,296.9,307.6,1514,35.7,100,False,False,False,False,False,False,0,False,True,False
8973,M23832,296.8,307.4,1455,49.9,102,False,False,False,False,False,False,0,False,False,True
8974,L56153,296.8,307.4,1549,48.3,105,False,False,False,False,False,False,0,False,True,False
8975,L56154,296.8,307.5,1474,42.4,107,False,False,False,False,False,False,0,False,True,False
8976,H38389,296.7,307.4,1661,34.2,109,False,False,False,False,False,False,0,True,False,False
8977,L56156,296.7,307.4,1535,34.6,114,False,False,False,False,False,False,0,False,True,False
8978,M23837,296.9,307.5,1556,31.2,116,False,False,False,False,False,False,0,False,False,True
8979,L56158,296.9,307.6,1435,45.0,119,False,False,False,False,False,False,0,False,True,False
8980,M23839,296.9,307.5,1332,51.1,121,False,False,False,False,False,False,0,False,False,True
8981,L56160,297.0,307.6,1513,42.4,124,False,False,False,False,False,False,0,False,True,False
8982,L56161,297.0,307.7,1502,39.4,126,False,False,False,False,False,False,0,False,True,False
8983,L56162,297.0,307.7,1315,60.1,128,False,False,False,False,False,False,0,False,True,False
8984,M23843,297.0,307.7,1261,51.1,130,False,False,False,False,False,False,0,False,False,True
8985,L56164,297.1,307.8,1406,60.4,133,False,False,False,False,False,False,0,False,True,False
8986,L56165,297.1,307.8,1584,42.3,135,False,False,False,False,False,False,0,False,True,False
8987,M23846,297.1,307.8,1443,43.9,137,False,False,False,False,False,False,0,False,False,True
8988,L56167,297.2,307.9,1580,35.8,140,False,False,False,False,False,False,0,False,True,False
8989,L56168,297.2,307.9,1825,24.6,142,False,False,False,False,False,False,0,False,True,False
8990,L56169,297.2,307.9,1469,48.2,144,False,False,False,False,False,False,0,False,True,False
8991,L56170,297.2,307.9,1493,38.4,146,False,False,False,False,False,False,0,False,True,False
8992,M23851,297.3,308.0,1598,29.4,148,False,False,False,False,False,False,0,False,False,True
8993,H38406,297.2,307.9,1450,37.2,151,False,False,False,False,False,False,0,True,False,False
8994,M23853,297.2,307.9,1632,37.5,156,False,False,False,False,False,False,0,False,False,True
8995,M23854,297.1,307.9,1980,20.3,159,False,False,False,False,False,False,0,False,False,True
8996,L56175,297.2,308.0,1474,43.7,162,False,False,False,False,False,False,0,False,True,False
8997,L56176,297.2,307.9,1540,37.1,164,False,False,False,False,False,False,0,False,True,False
8998,M23857,297.1,307.9,1609,38.9,166,False,False,False,False,False,False,0,False,False,True
8999,L56178,297.1,308.0,1467,42.8,169,False,False,False,False,False,False,0,False,True,False
9000,L56179,297.1,307.9,1492,39.4,171,False,False,False,False,False,False,0,False,True,False
9001,L56180,297.0,307.9,1493,46.1,173,False,False,False,False,False,False,0,False,True,False
9002,L56181,297.0,307.8,1500,39.9,175,False,False,False,False,False,False,0,False,True,False
9003,L56182,297.1,307.8,1477,36.6,177,False,False,False,False,False,False,0,False,True,False
9004,L56183,297.1,307.9,1342,49.1,179,False,False,False,False,False,False,0,False,True,False
9005,M23864,297.1,307.8,1538,34.3,181,False,False,False,False,False,False,0,False,False,True
9006,L56185,297.2,307.9,1337,58.1,184,False,False,False,False,False,False,0,False,True,False
9007,L56186,297.3,307.9,1417,41.8,186,False,False,False,False,False,False,0,False,True,False
9008,L56187,297.4,308.0,1383,46.2,188,False,False,False,False,False,False,0,False,True,False
9009,M23868,297.4,308.0,1440,42.4,190,False,False,False,False,False,False,0,False,False,True
9010,L56189,297.3,307.9,1579,34.4,193,False,False,False,False,False,False,0,False,True,False
9011,L56190,297.2,307.9,1441,40.0,195,False,False,False,False,False,False,0,False,True,False
9012,M23871,297.2,307.9,1530,35.9,197,False,False,False,False,False,False,0,False,False,True
9013,L56192,297.2,308.0,1705,26.0,200,False,False,False,False,False,False,0,False,True,False
9014,H38427,297.2,308.0,1435,43.0,202,False,False,False,False,False,False,0,True,False,False
9018,M23877,297.3,308.1,1369,52.0,214,False,False,False,False,False,False,0,False,False,True
9020,L56199,297.2,308.1,1662,31.3,0,False,False,False,False,False,False,0,False,True,False
9021,L56200,297.3,308.2,1553,33.5,2,False,False,False,False,False,False,0,False,True,False
9022,M23881,297.4,308.2,1536,34.6,4,False,False,False,False,False,False,0,False,False,True
9023,L56202,297.4,308.3,1548,46.6,7,False,False,False,False,False,False,0,False,True,False
9024,L56203,297.4,308.3,1706,30.9,9,False,False,False,False,False,False,0,False,True,False
9025,L56204,297.4,308.3,1366,45.5,11,False,False,False,False,False,False,0,False,True,False
9026,L56205,297.5,308.4,1440,35.9,13,False,False,False,False,False,False,0,False,True,False
9027,M23886,297.5,308.4,1685,28.1,15,False,False,False,False,False,False,0,False,False,True
9028,M23887,297.4,308.3,1444,44.0,18,False,False,False,False,False,False,0,False,False,True
9029,L56208,297.4,308.3,1395,48.7,21,False,False,False,False,False,False,0,False,True,False
9030,L56209,297.4,308.3,1483,38.8,23,False,False,False,False,False,False,0,False,True,False
9031,M23890,297.5,308.4,1403,44.3,25,False,False,False,False,False,False,0,False,False,True
9032,H38445,297.5,308.4,1793,23.9,28,False,False,False,False,False,False,0,True,False,False
9033,L56212,297.4,308.3,1723,28.8,33,False,False,False,False,False,False,0,False,True,False
9034,L56213,297.4,308.2,1386,41.0,35,False,False,False,False,False,False,0,False,True,False
9035,H38448,297.4,308.2,1585,46.2,37,False,False,False,False,False,False,0,True,False,False
9036,M23895,297.3,308.1,1731,27.7,42,False,False,False,False,False,False,0,False,False,True
9037,L56216,297.3,308.3,1519,37.7,45,False,False,False,False,False,False,0,False,True,False
9038,L56217,297.3,308.2,1896,24.4,47,False,False,False,False,False,False,0,False,True,False
9039,L56218,297.3,308.3,2358,14.9,49,False,False,False,False,False,False,0,False,True,False
9040,M23899,297.3,308.3,1341,51.9,51,False,False,False,False,False,False,0,False,False,True
9041,L56220,297.3,308.3,1550,37.0,54,False,False,False,False,False,False,0,False,True,False
9042,L56221,297.3,308.3,1309,61.5,56,False,False,False,False,False,False,0,False,True,False
9043,M23902,297.3,308.4,1599,32.9,58,False,False,False,False,False,False,0,False,False,True
9044,L56223,297.4,308.4,1343,40.0,61,False,False,False,False,False,False,0,False,True,False
9045,L56224,297.4,308.4,1378,39.9,63,False,False,False,False,False,False,0,False,True,False
9046,L56225,297.4,308.4,1603,34.6,65,False,False,False,False,False,False,0,False,True,False
9047,L56226,297.4,308.4,1664,28.1,67,False,False,False,False,False,False,0,False,True,False
9048,L56227,297.3,308.4,1488,37.4,69,False,False,False,False,False,False,0,False,True,False
9049,M23908,297.3,308.4,1370,50.5,71,False,False,False,False,False,False,0,False,False,True
9050,L56229,297.3,308.5,1545,34.3,74,False,False,False,False,False,False,0,False,True,False
9051,M23910,297.4,308.5,1566,31.4,76,False,False,False,False,False,False,0,False,False,True
9052,L56231,297.4,308.6,1820,24.6,79,False,False,False,False,False,False,0,False,True,False
9053,M23912,297.4,308.6,1901,22.1,81,False,False,False,False,False,False,0,False,False,True
9054,M23913,297.4,308.5,1638,32.2,84,False,False,False,False,False,False,0,False,False,True
9055,M23914,297.3,308.4,1521,38.2,87,False,False,False,False,False,False,0,False,False,True
9056,H38469,297.3,308.4,1864,23.1,90,False,False,False,False,False,False,0,True,False,False
9057,L56236,297.3,308.3,1430,41.9,95,False,False,False,False,False,False,0,False,True,False
9058,M23917,297.3,308.4,1686,34.5,97,False,False,False,False,False,False,0,False,False,True
9059,M23918,297.2,308.3,1326,57.2,100,False,False,False,False,False,False,0,False,False,True
9060,L56239,297.2,308.3,1805,25.6,103,False,False,False,False,False,False,0,False,True,False
9061,H38474,297.2,308.3,1453,45.8,105,False,False,False,False,False,False,0,True,False,False
9062,M23921,297.2,308.4,1863,26.0,110,False,False,False,False,False,False,0,False,False,True
9063,L56242,297.2,308.3,1576,35.3,113,False,False,False,False,False,False,0,False,True,False
9064,L56243,297.2,308.3,1419,39.7,115,False,False,False,False,False,False,0,False,True,False
9065,L56244,297.2,308.4,1833,25.2,117,False,False,False,False,False,False,0,False,True,False
9066,H38479,297.2,308.4,2182,17.3,119,False,False,False,False,False,False,0,True,False,False
9067,L56246,297.2,308.3,1656,30.3,124,False,False,False,False,False,False,0,False,True,False
9068,L56247,297.1,308.2,1351,56.6,126,False,False,False,False,False,False,0,False,True,False
9069,H38482,297.1,308.2,1790,30.3,128,False,False,False,False,False,False,0,True,False,False
9070,M23929,297.2,308.2,1678,28.1,133,False,False,False,False,False,False,0,False,False,True
9071,L56250,297.1,308.2,1427,45.2,136,False,False,False,False,False,False,0,False,True,False
9072,L56251,297.0,308.1,1429,54.0,138,False,False,False,False,False,False,0,False,True,False
9073,H38486,297.2,308.1,1770,27.2,140,False,False,False,False,False,False,0,True,False,False
9074,L56253,297.2,308.1,1689,31.2,145,False,False,False,False,False,False,0,False,True,False
9075,M23934,297.2,308.1,1554,41.3,147,False,False,False,False,False,False,0,False,False,True
9076,L56255,297.3,308.1,1506,36.0,150,False,False,False,False,False,False,0,False,True,False
9077,L56256,297.2,308.1,1474,44.3,152,False,False,False,False,False,False,0,False,True,False
9078,L56257,297.3,308.1,1762,26.1,154,False,False,False,False,False,False,0,False,True,False
9079,L56258,297.3,308.1,1566,35.7,156,False,False,False,False,False,False,0,False,True,False
9080,H38493,297.3,308.1,1554,42.4,158,False,False,False,False,False,False,0,True,False,False
9081,L56260,297.2,308.0,1869,25.4,163,False,False,False,False,False,False,0,False,True,False
9082,L56261,297.3,308.0,1527,35.1,165,False,False,False,False,False,False,0,False,True,False
9083,L56262,297.2,307.9,1309,49.6,167,False,False,False,False,False,False,0,False,True,False
9084,M23943,297.2,307.9,1541,35.7,169,False,False,False,False,False,False,0,False,False,True
9086,H38499,297.1,307.9,1365,54.0,174,False,False,False,False,False,False,0,True,False,False
9087,L56266,297.1,307.8,1428,43.7,179,False,False,False,False,False,False,0,False,True,False
9088,L56267,297.1,307.8,1681,27.6,181,False,False,False,False,False,False,0,False,True,False
9089,M23948,297.1,307.9,1662,26.9,183,False,False,False,False,False,False,0,False,False,True
9090,L56269,297.2,307.9,1989,20.3,186,False,False,False,False,False,False,0,False,True,False
9091,M23950,297.2,307.9,1747,29.0,188,False,False,False,False,False,False,0,False,False,True
9092,M23951,297.2,308.0,1765,31.1,191,False,False,False,False,False,False,0,False,False,True
9093,L56272,297.3,308.1,1568,34.4,194,False,False,False,False,False,False,0,False,True,False
9094,M23953,297.3,308.1,1709,30.6,196,False,False,False,False,False,False,0,False,False,True
9095,M23954,297.3,308.1,1370,58.8,199,False,False,False,False,False,False,0,False,False,True
9096,L56275,297.3,308.1,1458,45.7,202,False,False,False,False,False,False,0,False,True,False
9097,L56276,297.2,308.1,1712,30.9,204,False,False,False,False,False,False,0,False,True,False
9098,L56277,297.3,308.1,1642,36.9,206,False,False,False,False,False,False,0,False,True,False
9099,L56278,297.3,308.1,1468,49.8,0,False,False,False,False,False,False,0,False,True,False
9100,H38513,297.3,308.1,1477,52.3,2,False,False,False,False,False,False,0,True,False,False
9101,L56280,297.3,308.2,1446,53.5,7,False,False,False,False,False,False,0,False,True,False
9102,H38515,297.3,308.2,1653,31.4,9,False,False,False,False,False,False,0,True,False,False
9103,L56282,297.3,308.3,1494,38.2,14,False,False,False,False,False,False,0,False,True,False
9104,L56283,297.3,308.2,1490,41.0,16,False,False,False,False,False,False,0,False,True,False
9105,M23964,297.4,308.3,1550,47.8,18,False,False,False,False,False,False,0,False,False,True
9106,M23965,297.3,308.2,1677,34.9,21,False,False,False,False,False,False,0,False,False,True
9107,L56286,297.4,308.3,1854,21.8,24,False,False,False,False,False,False,0,False,True,False
9108,M23967,297.5,308.5,1662,30.3,26,False,False,False,False,False,False,0,False,False,True
9109,M23968,297.5,308.6,1440,38.8,29,False,False,False,False,False,False,0,False,False,True
9110,L56289,297.5,308.6,1513,39.7,32,False,False,False,False,False,False,0,False,True,False
9111,M23970,297.6,308.6,1389,49.0,34,False,False,False,False,False,False,0,False,False,True
9112,L56291,297.6,308.6,1351,51.0,37,False,False,False,False,False,False,0,False,True,False
9113,M23972,297.6,308.6,1482,38.3,39,False,False,False,False,False,False,0,False,False,True
9114,L56293,297.6,308.6,1744,28.5,42,False,False,False,False,False,False,0,False,True,False
9115,L56294,297.6,308.7,1476,39.0,44,False,False,False,False,False,False,0,False,True,False
9116,M23975,297.6,308.6,1444,48.2,46,False,False,False,False,False,False,0,False,False,True
9117,H38530,297.6,308.7,1659,32.1,49,False,False,False,False,False,False,0,True,False,False
9118,M23977,297.6,308.7,1475,46.6,54,False,False,False,False,False,False,0,False,False,True
9119,L56298,297.6,308.6,1526,42.1,57,False,False,False,False,False,False,0,False,True,False
9120,M23979,297.4,308.4,1675,29.5,59,False,False,False,False,False,False,0,False,False,True
9121,L56300,297.4,308.4,1525,38.7,62,False,False,False,False,False,False,0,False,True,False
9122,L56301,297.3,308.3,1396,45.9,64,False,False,False,False,False,False,0,False,True,False
9123,L56302,297.4,308.4,1580,41.2,66,False,False,False,False,False,False,0,False,True,False
9124,L56303,297.4,308.5,1462,42.8,68,False,False,False,False,False,False,0,False,True,False
9125,L56304,297.4,308.4,1426,50.4,70,False,False,False,False,False,False,0,False,True,False
9126,L56305,297.4,308.5,1569,34.2,72,False,False,False,False,False,False,0,False,True,False
9127,L56306,297.4,308.5,1477,40.7,74,False,False,False,False,False,False,0,False,True,False
9128,L56307,297.4,308.5,1761,27.2,76,False,False,False,False,False,False,0,False,True,False
9129,M23988,297.5,308.6,1486,45.9,78,False,False,False,False,False,False,0,False,False,True
9130,L56309,297.6,308.6,1664,30.1,81,False,False,False,False,False,False,0,False,True,False
9131,L56310,297.6,308.6,1576,32.7,83,False,False,False,False,False,False,0,False,True,False
9132,H38545,297.6,308.6,1463,46.7,85,False,False,False,False,False,False,0,True,False,False
9133,M23992,297.6,308.6,1585,42.0,90,False,False,False,False,False,False,0,False,False,True
9134,L56313,297.7,308.7,1479,45.7,93,False,False,False,False,False,False,0,False,True,False
9135,L56314,297.7,308.7,1449,40.2,95,False,False,False,False,False,False,0,False,True,False
9136,H38549,297.7,308.8,1404,50.3,97,False,False,False,False,False,False,0,True,False,False
9137,L56316,297.7,308.7,1694,29.1,102,False,False,False,False,False,False,0,False,True,False
9138,L56317,297.7,308.7,1731,28.4,104,False,False,False,False,False,False,0,False,True,False
9139,L56318,297.6,308.6,1522,37.0,106,False,False,False,False,False,False,0,False,True,False
9140,L56319,297.5,308.5,1536,36.9,108,False,False,False,False,False,False,0,False,True,False
9141,L56320,297.5,308.5,1373,39.9,110,False,False,False,False,False,False,0,False,True,False
9142,L56321,297.5,308.5,1597,36.4,112,False,False,False,False,False,False,0,False,True,False
9143,L56322,297.6,308.5,1678,34.2,114,False,False,False,False,False,False,0,False,True,False
9144,L56323,297.6,308.5,1452,42.6,116,False,False,False,False,False,False,0,False,True,False
9145,M24004,297.5,308.5,1447,41.6,118,False,False,False,False,False,False,0,False,False,True
9146,L56325,297.6,308.5,1574,37.1,121,False,False,False,False,False,False,0,False,True,False
9147,L56326,297.6,308.6,1528,40.0,123,False,False,False,False,False,False,0,False,True,False
9148,L56327,297.7,308.7,1688,27.2,125,False,False,False,False,False,False,0,False,True,False
9149,L56328,297.6,308.6,1393,40.4,127,False,False,False,False,False,False,0,False,True,False
9150,M24009,297.5,308.6,1429,50.5,129,False,False,False,False,False,False,0,False,False,True
9151,M24010,297.5,308.6,1347,57.0,132,False,False,False,False,False,False,0,False,False,True
9152,L56331,297.6,308.6,1553,40.5,135,False,False,False,False,False,False,0,False,True,False
9153,L56332,297.5,308.6,1260,53.6,137,False,False,False,False,False,False,0,False,True,False
9154,L56333,297.5,308.6,1546,33.8,139,False,False,False,False,False,False,0,False,True,False
9155,L56334,297.5,308.6,1596,36.0,141,False,False,False,False,False,False,0,False,True,False
9156,L56335,297.5,308.5,1340,57.4,143,False,False,False,False,False,False,0,False,True,False
9157,M24016,297.5,308.4,1369,54.8,145,False,False,False,False,False,False,0,False,False,True
9158,L56337,297.5,308.5,1462,52.3,148,False,False,False,False,False,False,0,False,True,False
9159,H38572,297.4,308.4,1487,46.2,150,False,False,False,False,False,False,0,True,False,False
9160,M24019,297.5,308.6,1510,35.5,155,False,False,False,False,False,False,0,False,False,True
9161,H38574,297.5,308.5,1671,28.0,158,False,False,False,False,False,False,0,True,False,False
9162,M24021,297.5,308.5,1612,30.0,163,False,False,False,False,False,False,0,False,False,True
9163,M24022,297.6,308.6,1509,39.7,166,False,False,False,False,False,False,0,False,False,True
9164,L56343,297.6,308.6,1415,47.3,169,False,False,False,False,False,False,0,False,True,False
9165,L56344,297.6,308.6,2384,14.4,171,False,False,False,False,False,False,0,False,True,False
9166,L56345,297.6,308.6,1326,62.4,173,False,False,False,False,False,False,0,False,True,False
9167,M24026,297.6,308.6,1390,53.4,175,False,False,False,False,False,False,0,False,False,True
9168,M24027,297.6,308.7,1392,41.2,178,False,False,False,False,False,False,0,False,False,True
9169,H38582,297.6,308.8,1385,44.4,181,False,False,False,False,False,False,0,True,False,False
9170,L56349,297.7,308.8,1896,24.5,186,False,False,False,False,False,False,0,False,True,False
9171,L56350,297.7,308.7,1474,46.8,188,False,False,False,False,False,False,0,False,True,False
9172,M24031,297.7,308.8,1388,45.6,190,False,False,False,False,False,False,0,False,False,True
9173,L56352,297.7,308.9,1715,27.2,193,False,False,False,False,False,False,0,False,True,False
9174,H38587,297.8,308.9,1650,32.2,195,False,False,False,False,False,False,0,True,False,False
9177,L56356,297.8,308.9,1518,40.4,2,False,False,False,False,False,False,0,False,True,False
9178,L56357,297.9,309.1,1504,43.0,4,False,False,False,False,False,False,0,False,True,False
9179,L56358,297.8,309.0,1340,56.9,6,False,False,False,False,False,False,0,False,True,False
9180,H38593,297.9,309.1,1435,44.7,8,False,False,False,False,False,False,0,True,False,False
9181,L56360,297.9,309.1,1507,36.9,13,False,False,False,False,False,False,0,False,True,False
9182,L56361,297.9,309.1,1521,36.1,15,False,False,False,False,False,False,0,False,True,False
9183,M24042,297.8,309.0,1576,45.0,17,False,False,False,False,False,False,0,False,False,True
9184,L56363,297.9,309.1,1543,36.6,20,False,False,False,False,False,False,0,False,True,False
9185,L56364,298.0,309.2,1665,36.6,22,False,False,False,False,False,False,0,False,True,False
