UDI,Product ID,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
7432,M22291,1352,61.8,10,False,False,False,False,False,False,0,False,False,True
7433,L54612,1484,43.1,13,False,False,False,False,False,False,0,False,True,False
7434,M22293,1913,21.9,15,False,False,False,False,False,False,0,False,False,True
7435,L54614,1508,38.2,18,False,False,False,False,False,False,0,False,True,False
7436,L54615,1504,40.7,20,False,False,False,False,False,False,0,False,True,False
7437,L54616,1487,41.2,22,False,False,False,False,False,False,0,False,True,False
7438,L54617,1727,30.0,24,False,False,False,False,False,False,0,False,True,False
7439,L54618,1647,27.5,26,False,False,False,False,False,False,0,False,True,False
7440,L54619,1493,41.4,28,False,False,False,False,False,False,0,False,True,False
7441,L54620,1655,29.6,30,False,False,False,False,False,False,0,False,True,False
7442,M22301,1337,54.8,32,False,False,False,False,False,False,0,False,False,True
7443,L54622,1601,36.9,35,False,False,False,False,False,False,0,False,True,False
7444,H36857,1589,37.9,37,False,False,False,False,False,False,0,True,False,False
7445,L54624,1286,55.1,42,False,False,False,False,False,False,0,False,True,False
7446,L54625,1553,41.3,44,False,False,False,False,False,False,0,False,True,False
7447,L54626,1379,51.0,46,False,False,False,False,False,False,0,False,True,False
7448,M22307,1677,30.8,48,False,False,False,False,False,False,0,False,False,True
7449,L54628,1488,38.4,51,False,False,False,False,False,False,0,False,True,False
7450,L54629,1418,45.9,53,False,False,False,False,False,False,0,False,True,False
7451,L54630,1451,41.0,55,False,False,False,False,False,False,0,False,True,False
7452,L54631,1508,43.1,57,False,False,False,False,False,False,0,False,True,False
7453,L54632,1579,33.6,59,False,False,False,False,False,False,0,False,True,False
7454,H36867,1432,47.7,61,False,False,False,False,False,False,0,True,False,False
7455,L54634,1446,47.3,66,False,False,False,False,False,False,0,False,True,False
7456,M22315,1597,39.5,68,False,False,False,False,False,False,0,False,False,True
7457,M22316,1397,50.2,71,False,False,False,False,False,False,0,False,False,True
7458,L54637,1530,36.6,74,False,False,False,False,False,False,0,False,True,False
7459,M22318,1433,51.4,76,False,False,False,False,False,False,0,False,False,True
7460,L54639,1591,32.0,79,False,False,False,False,False,False,0,False,True,False
7461,L54640,1445,41.6,81,False,False,False,False,False,False,0,False,True,False
7462,L54641,1749,28.3,83,False,False,False,False,False,False,0,False,True,False
7463,L54642,1703,30.4,85,False,False,False,False,False,False,0,False,True,False
7464,H36877,1518,46.9,87,False,False,False,False,False,False,0,True,False,False
7465,L54644,1535,42.3,92,False,False,False,False,False,False,0,False,True,False
7466,M22325,1390,52.1,94,False,False,False,False,False,False,0,False,False,True
7467,H36880,1801,23.6,97,False,False,False,False,False,False,0,True,False,False
7468,H36881,1463,41.6,102,False,False,False,False,False,False,0,True,False,False
7469,L54648,1560,37.7,107,False,False,False,False,False,False,0,False,True,False
7470,L54649,1607,33.5,109,False,False,False,False,False,False,0,False,True,False
7471,L54650,1332,54.6,111,False,False,False,False,False,False,0,False,True,False
7472,L54651,1365,53.3,113,False,False,False,False,False,False,0,False,True,False
7473,M22332,1617,32.5,115,False,False,False,False,False,False,0,False,False,True
7474,M22333,1304,62.8,118,False,False,False,False,False,False,0,False,False,True
7475,L54654,1989,22.3,121,False,False,False,False,False,False,0,False,True,False
7476,H36889,1339,53.4,123,False,False,False,False,False,False,0,True,False,False
7477,L54656,1492,41.8,128,False,False,False,False,False,False,0,False,True,False
7478,M22337,1518,40.2,130,False,False,False,False,False,False,0,False,False,True
7479,L54658,1479,39.5,133,False,False,False,False,False,False,0,False,True,False
7480,M22339,1523,34.1,135,False,False,False,False,False,False,0,False,False,True
7481,M22340,1570,35.3,138,False,False,False,False,False,False,0,False,False,True
7482,H36895,1506,36.1,141,False,False,False,False,False,False,0,True,False,False
7483,M22342,1510,47.5,146,False,False,False,False,False,False,0,False,False,True
7484,L54663,1671,28.8,149,False,False,False,False,False,False,0,False,True,False
7485,M22344,1312,53.4,151,False,False,False,False,False,False,0,False,False,True
7486,L54665,1595,38.8,154,False,False,False,False,False,False,0,False,True,False
7487,L54666,1635,31.8,156,False,False,False,False,False,False,0,False,True,False
7488,L54667,1707,33.6,158,False,False,False,False,False,False,0,False,True,False
7490,M22349,1751,28.0,162,False,False,False,False,False,False,0,False,False,True
7491,M22350,1707,30.0,165,False,False,False,False,False,False,0,False,False,True
7492,L54671,1320,57.9,168,False,False,False,False,False,False,0,False,True,False
7493,M22352,1319,51.4,170,False,False,False,False,False,False,0,False,False,True
7494,L54673,1448,54.2,173,False,False,False,False,False,False,0,False,True,False
7495,L54674,1436,48.2,175,False,False,False,False,False,False,0,False,True,False
7496,L54675,1609,34.0,177,False,False,False,False,False,False,0,False,True,False
7497,L54676,1464,44.5,179,False,False,False,False,False,False,0,False,True,False
7498,M22357,1483,45.1,181,False,False,False,False,False,False,0,False,False,True
7499,M22358,1748,28.5,184,False,False,False,False,False,False,0,False,False,True
7500,L54679,1746,26.3,187,False,False,False,False,False,False,0,False,True,False
7501,L54680,1410,51.4,189,False,False,False,False,False,False,0,False,True,False
7502,L54681,1640,30.8,191,False,False,False,False,False,False,0,False,True,False
7503,H36916,1655,29.9,193,False,False,False,False,False,False,0,True,False,False
7504,M22363,1646,28.9,198,False,False,False,False,False,False,0,False,False,True
7505,L54684,1589,42.0,201,False,False,False,False,False,False,0,False,True,False
7506,L54685,1546,39.4,203,False,False,False,False,False,False,0,False,True,False
7507,L54686,1511,41.8,205,False,False,False,False,False,False,0,False,True,False
7508,L54687,1750,28.3,207,False,False,False,False,False,False,0,False,True,False
7509,M22368,1730,27.5,209,False,False,False,False,False,False,0,False,False,True
7512,L54691,1601,36.1,0,False,False,False,False,False,False,0,False,True,False
7513,M22372,1636,34.4,2,False,False,False,False,False,False,0,False,False,True
7514,L54693,2261,14.9,5,False,False,False,False,False,False,0,False,True,False
7515,L54694,1636,32.3,7,False,False,False,False,False,False,0,False,True,False
7516,M22375,1335,58.3,9,False,False,False,False,False,False,0,False,False,True
7517,M22376,1236,57.5,12,False,False,False,False,False,False,0,False,False,True
7518,L54697,1445,47.3,15,False,False,False,False,False,False,0,False,True,False
7519,L54698,1500,40.8,17,False,False,False,False,False,False,0,False,True,False
7520,L54699,1999,21.0,19,False,False,False,False,False,False,0,False,True,False
7521,L54700,1529,35.5,21,False,False,False,False,False,False,0,False,True,False
7522,M22381,1467,40.7,23,False,False,False,False,False,False,0,False,False,True
7523,L54702,1334,54.0,26,False,False,False,False,False,False,0,False,True,False
7524,M22383,1343,46.2,28,False,False,False,False,False,False,0,False,False,True
7525,L54704,1639,31.1,31,False,False,False,False,False,False,0,False,True,False
7526,H36939,1383,49.1,33,False,False,False,False,False,False,0,True,False,False
7527,L54706,1660,31.4,38,False,False,False,False,False,False,0,False,True,False
7528,L54707,1470,45.2,40,False,False,False,False,False,False,0,False,True,False
7529,M22388,1748,26.6,42,False,False,False,False,False,False,0,False,False,True
7530,L54709,1467,35.7,45,False,False,False,False,False,False,0,False,True,False
7531,M22390,1617,39.3,47,False,False,False,False,False,False,0,False,False,True
7532,H36945,1377,56.7,50,False,False,False,False,False,False,0,True,False,False
7533,M22392,1629,32.1,55,False,False,False,False,False,False,0,False,False,True
7534,L54713,1504,37.9,58,False,False,False,False,False,False,0,False,True,False
7535,L54714,1418,47.3,60,False,False,False,False,False,False,0,False,True,False
7536,L54715,1629,31.7,62,False,False,False,False,False,False,0,False,True,False
7538,L54717,1305,64.7,66,False,False,False,False,False,False,0,False,True,False
7539,M22398,1450,38.5,68,False,False,False,False,False,False,0,False,False,True
7540,L54719,1487,36.9,71,False,False,False,False,False,False,0,False,True,False
7541,M22400,1587,31.2,73,False,False,False,False,False,False,0,False,False,True
7542,M22401,1528,40.9,76,False,False,False,False,False,False,0,False,False,True
7543,M22402,1401,49.9,79,False,False,False,False,False,False,0,False,False,True
7544,L54723,1446,45.0,82,False,False,False,False,False,False,0,False,True,False
7545,L54724,1425,44.2,84,False,False,False,False,False,False,0,False,True,False
7546,L54725,1891,22.6,86,False,False,False,False,False,False,0,False,True,False
7547,H36960,1454,42.8,88,False,False,False,False,False,False,0,True,False,False
7548,L54727,1430,40.9,93,False,False,False,False,False,False,0,False,True,False
7549,L54728,1495,43.6,95,False,False,False,False,False,False,0,False,True,False
7550,L54729,1544,41.6,97,False,False,False,False,False,False,0,False,True,False
7551,M22410,1554,34.3,99,False,False,False,False,False,False,0,False,False,True
7552,M22411,1491,37.3,102,False,False,False,False,False,False,0,False,False,True
7553,L54732,1525,40.7,105,False,False,False,False,False,False,0,False,True,False
7554,L54733,1505,39.6,107,False,False,False,False,False,False,0,False,True,False
7555,M22414,1371,50.2,109,False,False,False,False,False,False,0,False,False,True
7556,L54735,1332,60.5,112,False,False,False,False,False,False,0,False,True,False
7557,L54736,1471,37.0,114,False,False,False,False,False,False,0,False,True,False
7558,M22417,1750,27.3,116,False,False,False,False,False,False,0,False,False,True
7559,M22418,1386,48.1,119,False,False,False,False,False,False,0,False,False,True
7560,M22419,1355,56.2,122,False,False,False,False,False,False,0,False,False,True
7561,M22420,1377,53.8,125,False,False,False,False,False,False,0,False,False,True
7562,L54741,1388,49.4,128,False,False,False,False,False,False,0,False,True,False
7563,M22422,1350,58.7,130,False,False,False,False,False,False,0,False,False,True
7564,M22423,1831,23.4,133,False,False,False,False,False,False,0,False,False,True
7566,M22425,1783,25.6,139,False,False,False,False,False,False,0,False,False,True
7567,L54746,1613,34.7,142,False,False,False,False,False,False,0,False,True,False
7568,M22427,2370,14.7,144,False,False,False,False,False,False,0,False,False,True
7569,L54748,1627,33.7,147,False,False,False,False,False,False,0,False,True,False
7571,H36984,1777,27.5,151,False,False,False,False,False,False,0,True,False,False
7572,L54751,1606,30.9,156,False,False,False,False,False,False,0,False,True,False
7573,L54752,1676,28.6,158,False,False,False,False,False,False,0,False,True,False
7574,L54753,1605,37.1,160,False,False,False,False,False,False,0,False,True,False
7575,L54754,1487,37.4,162,False,False,False,False,False,False,0,False,True,False
7576,L54755,1471,46.5,164,False,False,False,False,False,False,0,False,True,False
7577,M22436,1477,44.2,166,False,False,False,False,False,False,0,False,False,True
7578,L54757,1530,32.0,169,False,False,False,False,False,False,0,False,True,False
7579,L54758,1673,28.9,171,False,False,False,False,False,False,0,False,True,False
7580,L54759,1436,56.8,173,False,False,False,False,False,False,0,False,True,False
7581,L54760,1495,51.2,175,False,False,False,False,False,False,0,False,True,False
7582,M22441,1366,56.1,177,False,False,False,False,False,False,0,False,False,True
7583,H36996,1489,45.3,180,False,False,False,False,False,False,0,True,False,False
7584,L54763,1480,46.6,185,False,False,False,False,False,False,0,False,True,False
7585,L54764,1472,37.3,187,False,False,False,False,False,False,0,False,True,False
7586,L54765,1397,50.8,189,False,False,False,False,False,False,0,False,True,False
7587,L54766,1589,35.5,191,False,False,False,False,False,False,0,False,True,False
7588,L54767,1405,54.1,193,False,False,False,False,False,False,0,False,True,False
7589,L54768,2013,20.1,195,False,False,False,False,False,False,0,False,True,False
7590,L54769,1802,26.0,197,False,False,False,False,False,False,0,False,True,False
7591,M22450,1433,46.1,199,False,False,False,False,False,False,0,False,False,True
7593,M22452,1551,36.6,205,False,False,False,False,False,False,0,False,False,True
7595,L54774,1531,38.5,0,False,False,False,False,False,False,0,False,True,False
7596,H37009,1397,45.2,2,False,False,False,False,False,False,0,True,False,False
7597,L54776,1547,37.2,7,False,False,False,False,False,False,0,False,True,False
7598,L54777,2074,18.9,9,False,False,False,False,False,False,0,False,True,False
7599,L54778,1491,42.6,11,False,False,False,False,False,False,0,False,True,False
7600,L54779,1759,28.3,13,False,False,False,False,False,False,0,False,True,False
7601,M22460,1595,35.4,15,False,False,False,False,False,False,0,False,False,True
7602,L54781,1351,62.0,18,False,False,False,False,False,False,0,False,True,False
7603,L54782,1705,28.7,20,False,False,False,False,False,False,0,False,True,False
7604,L54783,1406,43.6,22,False,False,False,False,False,False,0,False,True,False
7605,L54784,1639,34.6,24,False,False,False,False,False,False,0,False,True,False
7606,H37019,2026,20.3,26,False,False,False,False,False,False,0,True,False,False
7607,M22466,1350,56.5,31,False,False,False,False,False,False,0,False,False,True
7608,M22467,1468,41.1,34,False,False,False,False,False,False,0,False,False,True
7609,L54788,1642,27.1,37,False,False,False,False,False,False,0,False,True,False
7610,L54789,1490,41.8,39,False,False,False,False,False,False,0,False,True,False
7611,M22470,1507,43.4,41,False,False,False,False,False,False,0,False,False,True
7612,L54791,1611,32.7,44,False,False,False,False,False,False,0,False,True,False
7613,M22472,1743,27.6,46,False,False,False,False,False,False,0,False,False,True
7614,L54793,1475,46.3,49,False,False,False,False,False,False,0,False,True,False
7615,L54794,1432,47.5,51,False,False,False,False,False,False,0,False,True,False
7616,L54795,1442,47.0,53,False,False,False,False,False,False,0,False,True,False
7617,M22476,1468,40.4,55,False,False,False,False,False,False,0,False,False,True
7618,L54797,1556,45.3,58,False,False,False,False,False,False,0,False,True,False
7619,M22478,1312,51.4,60,False,False,False,False,False,False,0,False,False,True
7620,L54799,1459,47.0,63,False,False,False,False,False,False,0,False,True,False
7621,L54800,1651,36.9,65,False,False,False,False,False,False,0,False,True,False
7622,L54801,1490,38.4,67,False,False,False,False,False,False,0,False,True,False
7623,M22482,1473,31.5,69,False,False,False,False,False,False,0,False,False,True
7624,L54803,1734,29.9,72,False,False,False,False,False,False,0,False,True,False
7625,L54804,1507,45.5,74,False,False,False,False,False,False,0,False,True,False
7626,L54805,1556,34.9,76,False,False,False,False,False,False,0,False,True,False
7627,H37040,1351,53.5,78,False,False,False,False,False,False,0,True,False,False
7628,L54807,1445,44.8,83,False,False,False,False,False,False,0,False,True,False
7629,L54808,1619,32.7,85,False,False,False,False,False,False,0,False,True,False
7630,M22489,1269,64.0,87,False,False,False,False,False,False,0,False,False,True
7631,L54810,1534,37.7,90,False,False,False,False,False,False,0,False,True,False
7632,L54811,1444,49.3,92,False,False,False,False,False,False,0,False,True,False
7633,L54812,1744,26.8,94,False,False,False,False,False,False,0,False,True,False
7634,L54813,1441,44.6,96,False,False,False,False,False,False,0,False,True,False
7635,M22494,1506,40.7,98,False,False,False,False,False,False,0,False,False,True
7636,L54815,1526,38.5,101,False,False,False,False,False,False,0,False,True,False
7637,L54816,1704,29.7,103,False,False,False,False,False,False,0,False,True,False
7638,H37051,1445,52.4,105,False,False,False,False,False,False,0,True,False,False
7639,L54818,1661,35.9,110,False,False,False,False,False,False,0,False,True,False
7640,L54819,1466,41.8,112,False,False,False,False,False,False,0,False,True,False
7641,L54820,1608,35.1,114,False,False,False,False,False,False,0,False,True,False
7642,M22501,1352,57.3,116,False,False,False,False,False,False,0,False,False,True
7643,M22502,1604,31.7,119,False,False,False,False,False,False,0,False,False,True
7644,H37057,1427,50.7,122,False,False,False,False,False,False,0,True,False,False
7645,L54824,1424,44.6,127,False,False,False,False,False,False,0,False,True,False
7646,L54825,1662,29.3,129,False,False,False,False,False,False,0,False,True,False
7647,L54826,1936,23.9,131,False,False,False,False,False,False,0,False,True,False
7648,L54827,1728,31.7,133,False,False,False,False,False,False,0,False,True,False
7649,L54828,1552,28.8,135,False,False,False,False,False,False,0,False,True,False
7650,H37063,1662,29.0,137,False,False,False,False,False,False,0,True,False,False
7651,L54830,1343,57.7,142,False,False,False,False,False,False,0,False,True,False
7652,M22511,1476,32.6,144,False,False,False,False,False,False,0,False,False,True
7653,L54832,1346,51.1,147,False,False,False,False,False,False,0,False,True,False
7654,L54833,1492,44.6,149,False,False,False,False,False,False,0,False,True,False
7655,M22514,1540,41.5,151,False,False,False,False,False,False,0,False,False,True
7656,L54835,1596,32.5,154,False,False,False,False,False,False,0,False,True,False
7657,L54836,1541,47.8,156,False,False,False,False,False,False,0,False,True,False
7658,L54837,1661,30.0,158,False,False,False,False,False,False,0,False,True,False
7659,M22518,1359,55.4,160,False,False,False,False,False,False,0,False,False,True
7660,L54839,1528,42.4,163,False,False,False,False,False,False,0,False,True,False
7661,M22520,1246,52.9,165,False,False,False,False,False,False,0,False,False,True
7662,L54841,1575,32.5,168,False,False,False,False,False,False,0,False,True,False
7663,M22522,1658,30.4,170,False,False,False,False,False,False,0,False,False,True
7664,L54843,1385,54.8,173,False,False,False,False,False,False,0,False,True,False
7665,H37078,1454,50.3,175,False,False,False,False,False,False,0,True,False,False
7666,L54845,1497,40.5,180,False,False,False,False,False,False,0,False,True,False
7667,M22526,1424,50.8,182,False,False,False,False,False,False,0,False,False,True
7668,L54847,1528,43.9,185,False,False,False,False,False,False,0,False,True,False
7669,L54848,1539,37.0,187,False,False,False,False,False,False,0,False,True,False
7671,L54850,1525,37.6,191,False,False,False,False,False,False,0,False,True,False
7672,M22531,1456,51.1,193,False,False,False,False,False,False,0,False,False,True
7673,M22532,2141,17.2,196,False,False,False,False,False,False,0,False,False,True
7674,M22533,1476,39.1,199,False,False,False,False,False,False,0,False,False,True
7675,L54854,1509,47.2,202,False,False,False,False,False,False,0,False,True,False
7676,L54855,1447,45.4,204,False,False,False,False,False,False,0,False,True,False
7677,L54856,1448,49.1,206,False,False,False,False,False,False,0,False,True,False
7678,L54857,1428,52.6,208,False,False,False,False,False,False,0,False,True,False
7679,M22538,1389,52.1,210,False,False,False,False,False,False,0,False,False,True
7680,L54859,1635,32.4,213,False,False,False,False,False,False,0,False,True,False
7681,L54860,1395,43.7,215,False,False,False,False,False,False,0,False,True,False
7682,L54861,1443,43.7,217,False,False,False,False,False,False,0,False,True,False
7683,M22542,1412,49.1,219,False,False,False,False,False,False,0,False,False,True
7684,L54863,1524,43.5,222,False,False,False,False,False,False,0,False,True,False
7685,M22544,1407,42.4,224,False,False,False,False,False,False,0,False,False,True
7686,L54865,1397,43.5,227,False,False,False,False,False,False,0,False,True,False
7687,M22546,1504,36.9,229,False,False,False,False,False,False,0,False,False,True
7689,L54868,1553,39.8,0,False,False,False,False,False,False,0,False,True,False
7690,L54869,1432,39.2,2,False,False,False,False,False,False,0,False,True,False
7691,M22550,1577,36.5,4,False,False,False,False,False,False,0,False,False,True
7692,M22551,1370,56.1,7,False,False,False,False,False,False,0,False,False,True
7693,H37106,1506,36.2,10,False,False,False,False,False,False,0,True,False,False
7694,L54873,1964,21.4,15,False,False,False,False,False,False,0,False,True,False
7695,H37108,1500,36.7,17,False,False,False,False,False,False,0,True,False,False
7696,L54875,1488,47.7,22,False,False,False,False,False,False,0,False,True,False
7697,H37110,1282,60.2,24,False,False,False,False,False,False,0,True,False,False
7698,L54877,1400,45.1,29,False,False,False,False,False,False,0,False,True,False
7699,L54878,1419,38.6,31,False,False,False,False,False,False,0,False,True,False
7700,M22559,1441,40.6,33,False,False,False,False,False,False,0,False,False,True
7701,M22560,1348,62.5,36,False,False,False,False,False,False,0,False,False,True
7702,H37115,1468,38.7,39,False,False,False,False,False,False,0,True,False,False
7703,M22562,1701,30.8,44,False,False,False,False,False,False,0,False,False,True
7704,H37117,1864,23.6,47,False,False,False,False,False,False,0,True,False,False
7705,M22564,1630,31.8,52,False,False,False,False,False,False,0,False,False,True
7706,L54885,1316,49.7,55,False,False,False,False,False,False,0,False,True,False
7707,L54886,1708,31.2,57,False,False,False,False,False,False,0,False,True,False
7708,H37121,1679,27.5,59,False,False,False,False,False,False,0,True,False,False
7709,L54888,1709,32.3,64,False,False,False,False,False,False,0,False,True,False
7710,L54889,1445,41.5,66,False,False,False,False,False,False,0,False,True,False
7711,M22570,1390,51.9,68,False,False,False,False,False,False,0,False,False,True
7712,L54891,1309,55.5,71,False,False,False,False,False,False,0,False,True,False
7713,L54892,1499,37.6,73,False,False,False,False,False,False,0,False,True,False
7714,M22573,2072,18.8,75,False,False,False,False,False,False,0,False,False,True
7715,L54894,1487,43.0,78,False,False,False,False,False,False,0,False,True,False
7716,L54895,1302,49.6,80,False,False,False,False,False,False,0,False,True,False
7717,M22576,1378,48.2,82,False,False,False,False,False,False,0,False,False,True
7718,L54897,1365,53.0,85,False,False,False,False,False,False,0,False,True,False
7719,H37132,1427,44.6,87,False,False,False,False,False,False,0,True,False,False
7720,H37133,1535,33.3,92,False,False,False,False,False,False,0,True,False,False
7721,H37134,1476,41.7,97,False,False,False,False,False,False,0,True,False,False
7722,L54901,1425,42.4,102,False,False,False,False,False,False,0,False,True,False
7723,L54902,1409,54.7,104,False,False,False,False,False,False,0,False,True,False
7724,L54903,1730,30.2,106,False,False,False,False,False,False,0,False,True,False
7725,M22584,1454,41.4,108,False,False,False,False,False,False,0,False,False,True
7726,L54905,1744,26.9,111,False,False,False,False,False,False,0,False,True,False
7727,M22586,1761,29.0,113,False,False,False,False,False,False,0,False,False,True
7728,M22587,1657,30.9,116,False,False,False,False,False,False,0,False,False,True
7729,L54908,1420,47.0,119,False,False,False,False,False,False,0,False,True,False
7730,H37143,1329,59.2,121,False,False,False,False,False,False,0,True,False,False
7731,L54910,1472,44.2,126,False,False,False,False,False,False,0,False,True,False
7732,L54911,1566,30.1,128,False,False,False,False,False,False,0,False,True,False
7733,L54912,1430,42.7,130,False,False,False,False,False,False,0,False,True,False
7734,L54913,1481,40.9,132,False,False,False,False,False,False,0,False,True,False
7735,L54914,1670,29.4,134,False,False,False,False,False,False,0,False,True,False
7736,L54915,1406,55.1,136,False,False,False,False,False,False,0,False,True,False
7737,H37150,1354,46.9,138,False,False,False,False,False,False,0,True,False,False
7738,M22597,1985,19.3,143,False,False,False,False,False,False,0,False,False,True
7739,M22598,1263,60.8,146,False,False,False,False,False,False,0,False,False,True
7740,L54919,1576,31.1,149,False,False,False,False,False,False,0,False,True,False
7741,L54920,1453,45.1,151,False,False,False,False,False,False,0,False,True,False
7742,L54921,1478,39.0,153,False,False,False,False,False,False,0,False,True,False
7743,M22602,1323,57.9,155,False,False,False,False,False,False,0,False,False,True
7744,L54923,1710,28.4,158,False,False,False,False,False,False,0,False,True,False
7745,L54924,1314,59.5,160,False,False,False,False,False,False,0,False,True,False
7746,L54925,1460,39.6,162,False,False,False,False,False,False,0,False,True,False
7747,M22606,1508,45.4,164,False,False,False,False,False,False,0,False,False,True
7748,M22607,1331,55.3,167,False,False,False,False,False,False,0,False,False,True
7749,L54928,1515,47.4,170,False,False,False,False,False,False,0,False,True,False
7750,L54929,1674,33.0,172,False,False,False,False,False,False,0,False,True,False
7751,L54930,1444,51.2,174,False,False,False,False,False,False,0,False,True,False
7752,M22611,1398,42.6,176,False,False,False,False,False,False,0,False,False,True
7753,M22612,1832,24.2,179,False,False,False,False,False,False,0,False,False,True
7754,M22613,1591,42.0,182,False,False,False,False,False,False,0,False,False,True
7755,M22614,1478,39.9,185,False,False,False,False,False,False,0,False,False,True
7756,M22615,1362,47.6,188,False,False,False,False,False,False,0,False,False,True
7758,M22617,1723,28.3,193,False,False,False,False,False,False,0,False,False,True
7759,L54938,1689,30.8,196,False,False,False,False,False,False,0,False,True,False
7761,M22620,1511,33.0,200,False,False,False,False,False,False,0,False,False,True
7762,H37175,1715,30.8,203,False,False,False,False,False,False,0,True,False,False
7763,M22622,1400,43.8,0,False,False,False,False,False,False,0,False,False,True
7765,M22624,1555,38.7,5,False,False,False,False,False,False,0,False,False,True
7766,H37179,1427,56.2,8,False,False,False,False,False,False,0,True,False,False
7767,L54946,1318,52.7,13,False,False,False,False,False,False,0,False,True,False
7768,H37181,1319,54.6,15,False,False,False,False,False,False,0,True,False,False
7769,M22628,1960,20.9,20,False,False,False,False,False,False,0,False,False,True
7770,L54949,1552,38.9,23,False,False,False,False,False,False,0,False,True,False
7771,L54950,1548,32.2,25,False,False,False,False,False,False,0,False,True,False
7772,L54951,1709,29.5,27,False,False,False,False,False,False,0,False,True,False
7773,H37186,1464,41.0,29,False,False,False,False,False,False,0,True,False,False
7774,L54953,1759,24.8,34,False,False,False,False,False,False,0,False,True,False
7775,L54954,1634,31.9,36,False,False,False,False,False,False,0,False,True,False
7776,L54955,1663,33.6,38,False,False,False,False,False,False,0,False,True,False
7777,M22636,1445,47.3,40,False,False,False,False,False,False,0,False,False,True
7778,L54957,1695,25.6,43,False,False,False,False,False,False,0,False,True,False
7779,L54958,1517,39.0,45,False,False,False,False,False,False,0,False,True,False
7780,L54959,1811,26.8,47,False,False,False,False,False,False,0,False,True,False
7781,L54960,1815,23.5,49,False,False,False,False,False,False,0,False,True,False
7782,L54961,1513,40.0,51,False,False,False,False,False,False,0,False,True,False
7783,M22642,1518,36.4,53,False,False,False,False,False,False,0,False,False,True
7784,L54963,1667,28.8,56,False,False,False,False,False,False,0,False,True,False
7785,L54964,1403,60.1,58,False,False,False,False,False,False,0,False,True,False
7786,L54965,1383,42.1,60,False,False,False,False,False,False,0,False,True,False
7787,L54966,1466,46.2,62,False,False,False,False,False,False,0,False,True,False
7788,L54967,1378,47.5,64,False,False,False,False,False,False,0,False,True,False
7789,M22648,1547,40.9,66,False,False,False,False,False,False,0,False,False,True
7790,L54969,1495,38.5,69,False,False,False,False,False,False,0,False,True,False
7791,L54970,1729,29.3,71,False,False,False,False,False,False,0,False,True,False
7792,L54971,1418,47.7,73,False,False,False,False,False,False,0,False,True,False
7793,H37206,1485,40.4,75,False,False,False,False,False,False,0,True,False,False
7794,L54973,1434,40.8,80,False,False,False,False,False,False,0,False,True,False
7795,M22654,1415,55.8,82,False,False,False,False,False,False,0,False,False,True
7796,H37209,1674,29.6,85,False,False,False,False,False,False,0,True,False,False
7797,L54976,1454,52.4,90,False,False,False,False,False,False,0,False,True,False
7798,L54977,1476,39.0,92,False,False,False,False,False,False,0,False,True,False
7799,L54978,1812,28.3,94,False,False,False,False,False,False,0,False,True,False
7800,L54979,1374,41.9,96,False,False,False,False,False,False,0,False,True,False
7801,M22660,1524,40.6,98,False,False,False,False,False,False,0,False,False,True
7802,L54981,1383,49.6,101,False,False,False,False,False,False,0,False,True,False
7803,L54982,1429,58.2,103,False,False,False,False,False,False,0,False,True,False
7804,M22663,1517,41.2,105,False,False,False,False,False,False,0,False,False,True
7805,M22664,1480,44.9,108,False,False,False,False,False,False,0,False,False,True
7806,L54985,1706,28.8,111,False,False,False,False,False,False,0,False,True,False
7807,L54986,1349,48.6,113,False,False,False,False,False,False,0,False,True,False
7808,M22667,1451,49.0,115,False,False,False,False,False,False,0,False,False,True
7809,L54988,1627,36.7,118,False,False,False,False,False,False,0,False,True,False
7810,M22669,1537,35.4,120,False,False,False,False,False,False,0,False,False,True
7811,L54990,2218,17.0,123,False,False,False,False,False,False,0,False,True,False
7812,M22671,1466,39.0,125,False,False,False,False,False,False,0,False,False,True
7813,L54992,1666,32.0,128,False,False,False,False,False,False,0,False,True,False
7814,L54993,1455,41.7,130,False,False,False,False,False,False,0,False,True,False
7815,L54994,1927,24.6,132,False,False,False,False,False,False,0,False,True,False
7816,M22675,1703,28.4,134,False,False,False,False,False,False,0,False,False,True
7817,L54996,1533,35.9,137,False,False,False,False,False,False,0,False,True,False
7818,H37231,1785,25.4,139,False,False,False,False,False,False,0,True,False,False
7819,L54998,2142,16.6,144,False,False,False,False,False,False,0,False,True,False
7820,L54999,1369,46.2,146,False,False,False,False,False,False,0,False,True,False
7821,M22680,1706,29.2,148,False,False,False,False,False,False,0,False,False,True
7822,L55001,1802,24.4,151,False,False,False,False,False,False,0,False,True,False
7823,H37236,1413,41.8,153,False,False,False,False,False,False,0,True,False,False
7824,L55003,1484,53.2,158,False,False,False,False,False,False,0,False,True,False
7825,L55004,1535,38.1,160,False,False,False,False,False,False,0,False,True,False
7826,M22685,1579,35.5,162,False,False,False,False,False,False,0,False,False,True
7827,L55006,1300,64.2,165,False,False,False,False,False,False,0,False,True,False
7828,M22687,1452,44.3,167,False,False,False,False,False,False,0,False,False,True
7829,M22688,1562,35.7,170,False,False,False,False,False,False,0,False,False,True
7830,L55009,1664,28.3,173,False,False,False,False,False,False,0,False,True,False
